year,provider,mission_type,budget_billion,success_rate,country
2004,UK,Manned,41.96,0.67,UK
2012,China,Unmanned,25.19,0.62,China
2025,Japan,Manned,20.12,0.78,Japan
2008,Japan,Unmanned,23.43,0.52,Japan
2011,UAE,Manned,43.55,0.82,UAE
2023,USA,Unmanned,19.97,0.59,USA
2017,Russia,Unmanned,16.05,0.78,Russia
2013,China,Unmanned,40.85,0.66,China
2000,Japan,Manned,37.55,0.55,Japan
2025,UK,Manned,38.79,0.72,UK
2011,Israel,Unmanned,29.45,0.95,Israel
2014,Russia,Unmanned,18.68,0.77,Russia
2006,USA,Unmanned,37.64,0.92,USA
2016,China,Unmanned,46.37,0.62,China
2008,India,Manned,14.58,0.81,India
2006,UAE,Unmanned,12.9,0.78,UAE
2005,UK,Unmanned,36.87,0.94,UK
2014,Israel,Manned,43.31,0.76,Israel
2012,UAE,Manned,6.16,0.56,UAE
2003,Germany,Manned,29.32,0.96,Germany
2006,China,Manned,40.82,0.68,China
2021,China,Unmanned,42.36,0.85,China
2006,China,Manned,18.51,0.67,China
2021,China,Unmanned,38.4,0.73,China
2015,UAE,Manned,14.74,0.6,UAE
2017,Germany,Unmanned,14.73,0.88,Germany
2004,Germany,Manned,23.12,0.52,Germany
2006,Russia,Manned,20.4,0.91,Russia
2004,China,Unmanned,48.64,0.65,China
2024,China,Unmanned,2.1,0.69,China
2020,Japan,Unmanned,27.42,0.55,Japan
2014,China,Unmanned,21.69,0.92,China
2001,Israel,Unmanned,28.74,0.85,Israel
2006,China,Manned,16.08,0.52,China
2023,Israel,Manned,29.93,0.78,Israel
2000,Israel,Unmanned,8.22,0.67,Israel
2016,Japan,Unmanned,20.27,0.58,Japan
2017,Israel,Manned,36.82,0.77,Israel
2008,Israel,Unmanned,3.79,0.59,Israel
2016,Japan,Manned,30.87,0.56,Japan
2017,Russia,Unmanned,26.76,0.85,Russia
2011,UAE,Unmanned,17.49,0.7,UAE
2020,Germany,Manned,31.78,0.6,Germany
2021,UK,Manned,14.03,0.99,UK
2017,China,Unmanned,1.45,0.89,China
2018,USA,Manned,0.83,1.0,USA
2022,France,Manned,23.61,0.53,France
2011,ULA,Unmanned,22.5,0.93,Israel
2002,UK,Unmanned,38.78,0.53,UK
2006,UAE,Manned,36.35,0.61,UAE
2018,Israel,Unmanned,44.4,0.65,Israel
2018,Israel,Manned,35.22,0.99,Israel
2013,France,Unmanned,30.16,0.66,France
2004,France,Unmanned,9.31,0.85,France
2006,India,Manned,47.04,0.65,India
2021,Germany,Unmanned,40.12,0.75,Germany
2002,Japan,Manned,20.44,0.58,Japan
2000,France,Unmanned,47.14,0.99,France
2016,France,Manned,10.26,0.98,France
2012,France,Manned,31.8,0.51,France
2005,France,Unmanned,8.37,0.53,France
2009,Israel,Manned,30.86,0.66,Israel
2014,China,Manned,5.25,0.71,China
2024,India,Unmanned,40.88,0.54,India
2023,India,Unmanned,34.2,1.0,India
2012,UK,Manned,32.36,0.52,UK
2008,ULA,Manned,18.52,0.88,France
2022,India,Manned,12.13,0.92,India
2012,UK,Unmanned,36.43,0.73,UK
2020,France,Manned,9.0,0.64,France
2024,France,Unmanned,34.27,0.81,France
2001,Japan,Unmanned,41.06,0.66,Japan
2015,UAE,Manned,43.24,0.77,UAE
2003,UK,Unmanned,42.87,0.96,UK
2016,USA,Unmanned,32.16,0.56,USA
2003,Russia,Unmanned,10.74,0.59,Russia
2019,UAE,Manned,23.95,0.73,UAE
2019,Japan,Unmanned,33.84,0.75,Japan
2016,France,Manned,41.85,0.86,France
2021,India,Manned,8.4,0.88,India
2019,Israel,Unmanned,7.88,0.7,Israel
2012,India,Manned,11.21,0.51,India
2004,UK,Manned,17.97,0.89,UK
2009,Japan,Manned,36.96,0.61,Japan
2020,India,Manned,33.8,0.65,India
2014,Russia,Manned,45.0,0.94,Russia
2024,UK,Manned,31.15,0.56,UK
2018,UK,Unmanned,20.17,0.88,UK
2001,China,Manned,45.49,0.72,China
2020,Japan,Unmanned,18.6,0.79,Japan
2007,Japan,Manned,1.99,0.85,Japan
2022,UAE,Manned,22.93,0.5,UAE
2023,France,Unmanned,35.41,0.85,France
2005,Israel,Manned,37.34,0.92,Israel
2023,Germany,Manned,27.76,0.6,Germany
2010,Russia,Manned,11.61,0.78,Russia
2017,Israel,Manned,46.36,0.6,Israel
2017,Israel,Manned,46.47,0.71,Israel
2001,UAE,Unmanned,48.98,0.7,UAE
2014,Germany,Unmanned,26.39,0.92,Germany
2001,Japan,Manned,7.01,0.81,Japan
2001,Israel,Unmanned,30.84,0.61,Israel
2015,USA,Manned,0.83,0.92,USA
2007,France,Unmanned,37.72,0.92,France
2021,UK,Unmanned,17.11,0.72,UK
2009,UK,Manned,37.28,0.86,UK
2020,France,Unmanned,16.03,0.65,France
2017,Germany,Manned,25.58,0.75,Germany
2019,USA,Unmanned,23.56,0.69,USA
2000,Russia,Unmanned,31.06,0.86,Russia
2013,UAE,Manned,14.62,0.62,UAE
2008,Germany,Manned,13.52,0.91,Germany
2003,France,Unmanned,29.44,0.86,France
2015,Russia,Manned,46.22,0.6,Russia
2020,UK,Unmanned,3.91,0.93,UK
2001,Japan,Manned,37.16,0.59,Japan
2001,Germany,Unmanned,41.82,0.67,Germany
2018,Japan,Unmanned,13.62,0.51,Japan
2013,China,Manned,48.16,0.58,China
2020,UAE,Unmanned,31.15,0.72,UAE
2018,Israel,Unmanned,27.81,0.61,Israel
2002,China,Manned,39.78,0.67,China
2015,India,Manned,7.46,0.94,India
2009,UAE,Unmanned,29.19,0.95,UAE
2025,India,Unmanned,19.58,0.7,India
2002,UK,Manned,21.38,0.69,UK
2015,France,Unmanned,23.61,0.95,France
2018,France,Manned,19.22,0.57,France
2011,Russia,Manned,45.14,0.7,Russia
2005,USA,Manned,37.21,0.65,USA
2020,Japan,Unmanned,46.43,0.91,Japan
2019,France,Unmanned,41.23,0.62,France
2006,France,Manned,28.96,0.84,France
2015,India,Manned,36.27,0.92,India
2011,Russia,Manned,47.63,0.57,Russia
2023,UK,Manned,10.38,0.59,UK
2008,UAE,Manned,14.39,0.96,UAE
2019,UAE,Manned,38.0,0.67,UAE
2011,Germany,Unmanned,29.31,0.56,Germany
2016,China,Unmanned,19.86,0.82,China
2011,USA,Unmanned,24.27,0.59,USA
2022,UK,Unmanned,30.63,0.86,UK
2010,USA,Unmanned,4.34,0.52,USA
2015,China,Unmanned,43.68,0.63,China
2022,USA,Manned,48.11,0.7,USA
2000,Japan,Manned,9.12,0.72,Japan
2014,UK,Unmanned,10.94,0.67,UK
2021,Russia,Manned,2.74,0.79,Russia
2009,France,Manned,37.49,0.88,France
2025,Germany,Manned,9.9,0.76,Germany
2012,Russia,Manned,28.75,0.98,Russia
2007,China,Manned,18.52,0.93,China
2013,UK,Manned,33.33,0.9,UK
2025,China,Manned,11.3,0.79,China
2019,UK,Manned,29.43,0.93,UK
2017,China,Unmanned,23.07,0.62,China
2002,Israel,Manned,6.92,0.57,Israel
2011,China,Manned,30.9,0.86,China
2020,USA,Unmanned,38.13,0.88,USA
2008,Japan,Manned,29.3,1.0,Japan
2012,Russia,Unmanned,47.41,0.79,Russia
2012,USA,Manned,11.09,0.85,USA
2025,UAE,Unmanned,33.59,0.57,UAE
2007,UAE,Unmanned,40.03,0.75,UAE
2009,UAE,Manned,22.06,0.62,UAE
2011,Germany,Manned,48.36,0.82,Germany
2008,UAE,Unmanned,13.39,0.51,UAE
2019,Japan,Unmanned,42.94,0.85,Japan
2010,Israel,Unmanned,17.78,0.71,Israel
2016,Japan,Unmanned,2.35,0.92,Japan
2000,India,Unmanned,46.87,0.72,India
2010,Japan,Unmanned,38.8,0.65,Japan
2024,UK,Manned,17.26,0.75,UK
2012,UK,Manned,47.51,0.59,UK
2020,Israel,Manned,4.63,0.87,Israel
2008,Israel,Manned,4.94,0.96,Israel
2016,India,Unmanned,9.66,0.53,India
2017,Japan,Unmanned,9.79,0.74,Japan
2001,Israel,Unmanned,30.75,0.81,Israel
2016,Israel,Manned,13.62,0.65,Israel
2003,Germany,Unmanned,49.91,0.69,Germany
2002,Russia,Manned,1.13,0.69,Russia
2023,Germany,Manned,26.27,0.93,Germany
2019,UK,Unmanned,23.27,0.75,UK
2010,India,Unmanned,3.0,0.53,India
2012,Russia,Manned,4.64,0.67,Russia
2006,Germany,Manned,3.1,0.63,Germany
2005,Germany,Manned,29.13,0.85,Germany
2012,India,Manned,37.75,0.96,India
2011,China,Unmanned,23.58,0.87,China
2024,China,Manned,23.15,0.73,China
2009,China,Unmanned,29.97,0.55,China
2009,Israel,Manned,19.5,0.82,Israel
2018,Germany,Unmanned,7.95,0.68,Germany
2002,Russia,Unmanned,14.9,0.5,Russia
2000,UK,Manned,10.68,0.57,UK
2022,China,Manned,28.96,0.65,China
2018,ULA,Manned,28.62,0.8,China
2015,India,Unmanned,1.97,0.85,India
2000,India,Manned,7.65,0.84,India
2004,France,Manned,25.21,0.76,France
2024,France,Unmanned,24.17,0.83,France
2025,Russia,Manned,5.6,1.0,Russia
2002,China,Unmanned,19.67,0.97,China
2000,Germany,Manned,9.0,0.69,Germany
2008,Germany,Unmanned,16.58,0.51,Germany
2010,USA,Manned,36.05,0.6,USA
2005,China,Manned,27.24,0.97,China
2022,Russia,Unmanned,46.98,0.64,Russia
2021,Japan,Unmanned,22.57,0.53,Japan
2008,Japan,Unmanned,18.07,0.51,Japan
2009,Russia,Unmanned,4.15,0.75,Russia
2016,UAE,Manned,8.62,0.79,UAE
2017,France,Manned,8.56,0.8,France
2006,Germany,Unmanned,20.66,0.96,Germany
2012,UK,Manned,20.45,0.73,UK
2013,Russia,Manned,43.01,0.59,Russia
2011,Russia,Unmanned,26.87,0.67,Russia
2009,UK,Manned,2.81,0.79,UK
2020,USA,Unmanned,43.21,0.55,USA
2025,India,Manned,49.28,0.67,India
2012,France,Manned,36.81,0.98,France
2024,Germany,Manned,5.71,0.78,Germany
2006,France,Unmanned,21.83,0.61,France
2021,China,Unmanned,46.3,0.74,China
2015,Israel,Unmanned,33.29,0.72,Israel
2006,UAE,Manned,19.9,0.73,UAE
2005,UAE,Unmanned,15.34,0.9,UAE
2013,USA,Manned,44.01,0.8,USA
2008,UAE,Unmanned,23.9,0.58,UAE
2024,France,Unmanned,38.33,0.57,France
2018,China,Manned,24.06,0.61,China
2002,China,Manned,22.63,0.6,China
2006,Japan,Unmanned,35.15,0.63,Japan
2012,USA,Unmanned,31.22,0.84,USA
2015,Japan,Unmanned,30.32,0.67,Japan
2012,UK,Unmanned,26.5,0.66,UK
2001,UK,Manned,6.15,0.86,UK
2011,USA,Manned,4.01,0.82,USA
2012,UK,Unmanned,42.0,0.74,UK
2009,France,Unmanned,13.69,0.7,France
2021,USA,Manned,47.5,0.57,USA
2008,India,Manned,29.24,0.95,India
2021,Russia,Unmanned,2.78,0.6,Russia
2008,Israel,Unmanned,3.81,0.65,Israel
2000,China,Unmanned,39.54,1.0,China
2001,UK,Manned,13.66,0.75,UK
2018,Japan,Manned,35.57,0.79,Japan
2016,UAE,Unmanned,15.64,0.95,UAE
2025,UAE,Manned,28.52,0.5,UAE
2014,Germany,Unmanned,38.47,0.98,Germany
2005,Russia,Manned,37.22,0.89,Russia
2000,Germany,Manned,46.42,0.73,Germany
2018,UAE,Unmanned,49.64,0.63,UAE
2011,Russia,Manned,8.35,0.66,Russia
2016,UAE,Manned,22.47,0.85,UAE
2003,Germany,Manned,36.47,0.61,Germany
2011,India,Manned,25.34,0.95,India
2013,France,Unmanned,19.46,0.57,France
2012,UK,Manned,25.49,0.59,UK
2025,India,Manned,31.77,0.98,India
2011,UAE,Unmanned,10.59,0.64,UAE
2021,ULA,Manned,47.14,0.71,France
2022,USA,Unmanned,31.36,0.72,USA
2011,UK,Unmanned,1.53,0.64,UK
2008,Japan,Manned,29.78,0.8,Japan
2001,Israel,Unmanned,46.14,0.52,Israel
2004,India,Manned,31.87,0.69,India
2021,Israel,Manned,43.98,1.0,Israel
2002,France,Manned,33.69,0.89,France
2024,China,Manned,32.52,0.96,China
2025,Germany,Unmanned,18.54,0.91,Germany
2009,China,Manned,41.7,0.59,China
2003,France,Manned,39.26,0.92,France
2013,India,Manned,38.44,0.91,India
2009,China,Unmanned,13.33,0.83,China
2007,Israel,Manned,24.38,0.83,Israel
2022,France,Manned,36.15,0.82,France
2006,India,Unmanned,29.11,0.66,India
2022,Russia,Manned,23.93,0.89,Russia
2015,Israel,Manned,33.1,0.57,Israel
2004,China,Unmanned,21.44,0.78,China
2003,UAE,Unmanned,9.76,0.68,UAE
2019,USA,Unmanned,16.76,0.89,USA
2015,France,Unmanned,12.69,0.53,France
2021,Germany,Manned,23.98,0.6,Germany
2012,France,Unmanned,35.66,0.7,France
2006,Israel,Unmanned,46.74,0.77,Israel
2011,India,Manned,32.7,0.92,India
2020,Japan,Unmanned,14.99,0.55,Japan
2025,Israel,Manned,36.86,0.87,Israel
2005,UAE,Unmanned,48.28,0.6,UAE
2009,UK,Unmanned,46.85,0.75,UK
2012,France,Manned,5.54,0.51,France
2010,Israel,Unmanned,17.41,0.81,Israel
2021,USA,Unmanned,49.3,0.77,USA
2003,UK,Unmanned,6.77,0.86,UK
2012,China,Manned,23.53,0.55,China
2017,Israel,Unmanned,20.13,0.71,Israel
2011,China,Manned,39.56,0.84,China
2001,UK,Unmanned,36.21,0.77,UK
2003,Russia,Manned,26.76,0.97,Russia
2014,Israel,Unmanned,5.64,0.91,Israel
2000,UAE,Unmanned,23.93,0.67,UAE
2015,Russia,Unmanned,17.06,0.84,Russia
2011,Russia,Manned,14.11,0.55,Russia
2012,USA,Unmanned,43.3,0.8,USA
2015,India,Manned,22.52,0.93,India
2007,UK,Manned,19.73,0.62,UK
2019,France,Unmanned,7.14,1.0,France
2012,Japan,Manned,21.84,0.69,Japan
2024,China,Unmanned,15.67,0.66,China
2022,USA,Unmanned,8.84,0.62,USA
2011,UAE,Manned,45.61,0.63,UAE
2011,China,Unmanned,24.11,0.8,China
2024,Israel,Unmanned,23.45,0.68,Israel
2011,Israel,Unmanned,29.57,1.0,Israel
2012,India,Manned,33.72,1.0,India
2003,USA,Unmanned,43.63,0.72,USA
2017,China,Manned,43.99,0.9,China
2023,Israel,Manned,29.59,0.89,Israel
2009,China,Unmanned,30.44,0.81,China
2013,UAE,Unmanned,2.96,0.52,UAE
2009,Israel,Manned,30.17,0.84,Israel
2024,Israel,Manned,22.17,0.63,Israel
2011,India,Manned,15.58,0.98,India
2006,ULA,Unmanned,21.05,0.57,Japan
2024,USA,Manned,15.45,0.56,USA
2022,Russia,Unmanned,34.39,0.56,Russia
2009,Israel,Unmanned,12.73,0.61,Israel
2022,USA,Manned,48.21,0.62,USA
2003,Germany,Manned,33.37,0.9,Germany
2012,China,Unmanned,11.86,0.8,China
2009,Russia,Manned,17.71,0.75,Russia
2024,Japan,Unmanned,42.56,0.88,Japan
2000,Japan,Unmanned,5.3,0.75,Japan
2013,Israel,Manned,33.06,0.93,Israel
2004,Japan,Unmanned,42.11,0.79,Japan
2005,Russia,Manned,38.06,0.7,Russia
2001,China,Manned,44.39,0.72,China
2003,UAE,Manned,17.92,0.57,UAE
2011,Israel,Manned,34.43,0.96,Israel
2017,France,Manned,7.6,0.77,France
2024,USA,Unmanned,26.21,0.83,USA
2025,UK,Manned,47.31,0.96,UK
2003,Russia,Manned,26.69,0.94,Russia
2022,Germany,Manned,20.24,0.7,Germany
2009,France,Unmanned,38.24,0.81,France
2012,UK,Manned,28.6,0.71,UK
2012,France,Manned,7.46,0.72,France
2009,USA,Unmanned,33.08,0.78,USA
2020,Japan,Manned,26.06,0.62,Japan
2020,India,Manned,27.77,0.71,India
2002,China,Manned,25.52,0.79,China
2023,UAE,Manned,23.65,0.59,UAE
2010,India,Manned,38.21,0.96,India
2011,Israel,Unmanned,35.44,0.63,Israel
2002,UK,Unmanned,16.67,0.6,UK
2001,France,Manned,38.67,0.97,France
2008,India,Manned,15.32,0.82,India
2018,USA,Manned,18.61,0.82,USA
2004,UK,Manned,18.28,0.87,UK
2010,UAE,Manned,18.84,0.64,UAE
2016,India,Unmanned,26.3,0.56,India
2010,Japan,Manned,13.3,0.75,Japan
2012,India,Unmanned,48.23,0.95,India
2016,China,Manned,27.98,0.78,China
2011,Russia,Unmanned,21.16,0.78,Russia
2018,Israel,Manned,8.95,0.56,Israel
2002,Russia,Unmanned,26.05,0.79,Russia
2014,China,Unmanned,27.71,0.64,China
2003,India,Manned,49.91,1.0,India
2006,India,Manned,6.59,0.99,India
2006,UAE,Unmanned,35.59,0.96,UAE
2024,China,Unmanned,44.57,0.67,China
2001,Russia,Manned,31.53,0.52,Russia
2018,UAE,Unmanned,45.4,0.53,UAE
2018,India,Unmanned,24.29,0.64,India
2005,USA,Manned,28.21,0.63,USA
2011,Japan,Unmanned,32.72,0.74,Japan
2002,UK,Manned,41.26,0.57,UK
2023,UAE,Manned,1.91,0.56,UAE
2012,China,Manned,11.05,0.65,China
2017,USA,Unmanned,49.92,0.67,USA
2011,UK,Manned,45.7,0.56,UK
2009,USA,Manned,28.36,0.92,USA
2000,Germany,Unmanned,40.8,0.53,Germany
2022,Germany,Unmanned,9.04,0.66,Germany
2008,India,Unmanned,26.47,0.92,India
2025,UAE,Manned,38.56,0.51,UAE
2023,Russia,Unmanned,20.13,0.54,Russia
2001,France,Manned,19.19,0.55,France
2002,Israel,Unmanned,24.05,0.94,Israel
2001,China,Manned,46.47,0.76,China
2020,Japan,Unmanned,40.21,0.5,Japan
2000,Russia,Unmanned,31.2,0.8,Russia
2023,China,Manned,16.52,0.61,China
2002,UK,Manned,12.88,0.99,UK
2023,Japan,Manned,22.08,0.6,Japan
2011,UAE,Manned,41.48,0.51,UAE
2020,China,Manned,28.4,0.6,China
2001,Russia,Manned,21.27,0.89,Russia
2016,France,Unmanned,3.48,0.77,France
2021,Israel,Unmanned,19.84,0.51,Israel
2018,ULA,Unmanned,6.27,0.89,China
2020,France,Manned,12.57,0.91,France
2008,Germany,Unmanned,12.68,0.95,Germany
2002,Germany,Unmanned,28.05,0.84,Germany
2013,UAE,Unmanned,32.72,0.52,UAE
2013,Israel,Manned,31.67,0.76,Israel
2006,UK,Unmanned,21.14,1.0,UK
2011,Israel,Unmanned,34.83,0.67,Israel
2003,France,Unmanned,10.8,0.55,France
2002,France,Unmanned,20.92,0.78,France
2014,Germany,Manned,29.54,0.96,Germany
2009,USA,Unmanned,28.17,0.53,USA
2014,Israel,Unmanned,14.47,0.54,Israel
2017,Israel,Unmanned,21.19,0.61,Israel
2002,UAE,Manned,29.23,0.99,UAE
2005,UK,Unmanned,25.32,0.58,UK
2020,ULA,Manned,6.16,0.85,India
2010,China,Unmanned,29.66,0.81,China
2018,UK,Manned,17.4,0.9,UK
2019,USA,Manned,9.01,0.57,USA
2014,USA,Manned,41.5,0.76,USA
2020,UAE,Manned,15.79,0.73,UAE
2004,USA,Unmanned,17.37,0.88,USA
2000,Japan,Unmanned,41.97,0.53,Japan
2001,UAE,Manned,12.15,0.93,UAE
2013,USA,Unmanned,5.84,0.69,USA
2025,Russia,Unmanned,26.09,0.94,Russia
2013,France,Manned,25.01,0.6,France
2018,USA,Unmanned,34.3,0.5,USA
2011,USA,Unmanned,33.6,0.79,USA
2000,India,Unmanned,11.45,0.72,India
2022,UAE,Manned,10.4,0.92,UAE
2003,Russia,Unmanned,16.56,0.88,Russia
2024,UAE,Manned,10.34,0.97,UAE
2015,UAE,Unmanned,34.85,0.93,UAE
2022,UK,Manned,43.18,0.76,UK
2019,Japan,Unmanned,40.11,0.93,Japan
2006,Russia,Unmanned,11.45,0.71,Russia
2009,Germany,Unmanned,4.53,0.58,Germany
2017,UK,Unmanned,10.57,0.99,UK
2016,UK,Unmanned,23.18,0.64,UK
2014,USA,Manned,20.04,0.87,USA
2023,Israel,Manned,23.62,0.91,Israel
2015,Israel,Unmanned,42.13,0.71,Israel
2023,UK,Manned,8.36,0.88,UK
2018,UK,Manned,7.0,0.7,UK
2001,Israel,Manned,49.23,0.77,Israel
2005,France,Manned,13.86,0.91,France
2006,Japan,Manned,9.73,1.0,Japan
2024,India,Manned,14.57,0.5,India
2023,France,Manned,14.43,0.78,France
2020,UAE,Unmanned,21.56,0.89,UAE
2012,ULA,Unmanned,31.6,0.63,UAE
2012,China,Manned,34.66,0.6,China
2022,USA,Manned,0.83,0.77,USA
2014,UK,Manned,23.2,0.98,UK
2025,Japan,Unmanned,39.43,0.95,Japan
2004,UK,Unmanned,17.83,0.56,UK
2021,China,Unmanned,16.02,0.88,China
2015,USA,Manned,40.61,0.71,USA
2025,USA,Unmanned,11.05,0.59,USA
2006,China,Unmanned,48.51,0.97,China
2020,UAE,Unmanned,14.45,0.64,UAE
2019,USA,Manned,33.22,0.67,USA
2004,ULA,Unmanned,24.02,0.9,USA
2008,China,Unmanned,29.52,0.83,China
2024,Japan,Manned,40.69,0.85,Japan
2021,Russia,Unmanned,25.05,0.86,Russia
2010,Russia,Manned,15.92,0.96,Russia
2013,India,Unmanned,8.13,0.92,India
2016,UAE,Unmanned,4.17,0.84,UAE
2019,Russia,Manned,13.12,0.55,Russia
2011,Germany,Unmanned,41.24,0.91,Germany
2000,India,Manned,49.7,0.97,India
2007,France,Unmanned,16.72,0.94,France
2001,UK,Unmanned,34.37,0.72,UK
2007,Israel,Unmanned,45.77,0.95,Israel
2013,Japan,Manned,45.36,0.72,Japan
2012,USA,Manned,33.38,0.9,USA
2018,Russia,Unmanned,47.66,0.93,Russia
2008,India,Manned,27.54,0.68,India
2006,Russia,Unmanned,12.3,0.95,Russia
2020,Germany,Manned,15.29,0.78,Germany
2012,India,Manned,47.72,0.69,India
2014,France,Manned,14.71,0.67,France
2015,Japan,Manned,46.56,0.98,Japan
2025,India,Manned,21.26,0.97,India
2024,UAE,Unmanned,13.97,0.55,UAE
2009,UAE,Unmanned,15.68,0.92,UAE
2004,Russia,Unmanned,40.58,0.63,Russia
2005,UK,Unmanned,18.0,0.57,UK
2006,UAE,Manned,35.72,0.92,UAE
2024,Germany,Unmanned,16.51,0.53,Germany
2002,UAE,Manned,35.7,1.0,UAE
2000,UK,Unmanned,28.15,0.71,UK
2008,UK,Unmanned,40.61,0.62,UK
2024,Russia,Unmanned,17.13,0.53,Russia
2018,UK,Unmanned,3.71,0.95,UK
2018,Japan,Manned,39.21,0.77,Japan
2001,India,Unmanned,34.72,0.57,India
2013,France,Unmanned,10.05,0.57,France
2006,France,Unmanned,35.52,0.86,France
2018,Israel,Unmanned,22.86,0.89,Israel
2006,Germany,Unmanned,36.54,0.82,Germany
2002,USA,Manned,33.53,0.89,USA
2005,USA,Manned,32.4,0.91,USA
2003,UK,Manned,13.33,0.55,UK
2013,UAE,Unmanned,20.04,0.86,UAE
2013,India,Unmanned,49.27,0.55,India
2025,France,Manned,39.23,0.94,France
2010,Germany,Manned,12.77,0.82,Germany
2006,Israel,Unmanned,10.63,0.97,Israel
2011,France,Manned,25.59,0.9,France
2004,France,Unmanned,40.48,0.84,France
2017,China,Manned,46.41,0.58,China
2008,China,Unmanned,12.72,0.94,China
2012,UAE,Unmanned,33.3,0.88,UAE
2008,Japan,Manned,15.67,0.56,Japan
2001,USA,Manned,16.12,0.54,USA
2016,USA,Manned,46.39,0.74,USA
2023,USA,Manned,41.05,0.73,USA
2008,Germany,Manned,3.22,0.63,Germany
2004,Russia,Unmanned,46.31,0.89,Russia
2012,Israel,Unmanned,40.15,0.89,Israel
2000,UAE,Manned,16.05,0.51,UAE
2004,France,Unmanned,7.4,0.55,France
2015,Russia,Unmanned,38.36,0.69,Russia
2025,Germany,Manned,42.73,0.97,Germany
2006,China,Manned,5.87,0.72,China
2024,ULA,Manned,12.12,0.58,China
2006,Japan,Manned,9.21,0.59,Japan
2005,France,Unmanned,30.48,0.57,France
2013,India,Unmanned,20.02,0.83,India
2011,India,Unmanned,49.37,0.58,India
2008,USA,Unmanned,21.82,0.51,USA
2017,China,Manned,25.42,0.56,China
2013,Germany,Unmanned,42.09,0.82,Germany
2018,UK,Unmanned,46.27,0.51,UK
2001,Japan,Manned,12.21,0.77,Japan
2018,UAE,Manned,24.85,0.63,UAE
2010,USA,Manned,23.2,0.9,USA
2019,France,Manned,30.45,0.84,France
2008,Israel,Manned,28.41,0.65,Israel
2021,Germany,Manned,16.48,0.97,Germany
2014,France,Manned,38.59,0.54,France
2024,UK,Unmanned,48.62,0.64,UK
2007,USA,Unmanned,11.16,0.55,USA
2020,Russia,Unmanned,28.63,0.71,Russia
2013,India,Manned,29.29,0.88,India
2013,France,Manned,2.21,0.6,France
2013,India,Manned,24.69,0.8,India
2008,Russia,Manned,27.86,0.95,Russia
2014,China,Manned,31.96,0.74,China
2002,Russia,Manned,6.98,0.69,Russia
2001,France,Unmanned,47.71,0.79,France
2001,UK,Unmanned,48.28,0.85,UK
2012,USA,Manned,27.47,0.85,USA
2012,USA,Unmanned,13.0,0.77,USA
2006,USA,Unmanned,14.54,0.6,USA
2002,India,Unmanned,43.37,0.56,India
2011,UK,Unmanned,19.4,0.82,UK
2025,China,Manned,26.74,0.67,China
2017,UAE,Manned,18.46,0.99,UAE
2010,UK,Manned,43.7,0.55,UK
2013,Germany,Manned,27.01,0.65,Germany
2004,UAE,Manned,23.36,0.6,UAE
2014,USA,Manned,44.35,0.58,USA
2008,Germany,Manned,5.74,0.75,Germany
2012,UK,Unmanned,27.84,0.61,UK
2000,China,Manned,38.77,0.96,China
2009,UAE,Unmanned,46.19,0.84,UAE
2024,Germany,Unmanned,41.47,0.59,Germany
2024,China,Manned,40.25,0.51,China
2023,Israel,Unmanned,2.74,0.53,Israel
2023,Israel,Manned,36.59,0.63,Israel
2011,Japan,Manned,20.99,0.72,Japan
2019,UK,Manned,25.43,0.87,UK
2016,UK,Manned,8.08,0.52,UK
2018,UK,Manned,12.31,0.63,UK
2023,USA,Unmanned,3.94,0.82,USA
2002,Germany,Manned,33.11,0.73,Germany
2023,USA,Unmanned,24.48,0.71,USA
2023,UK,Manned,18.29,0.56,UK
2009,UAE,Unmanned,11.78,0.55,UAE
2000,France,Unmanned,22.33,0.85,France
2022,ULA,Unmanned,10.11,0.58,China
2020,China,Manned,35.61,0.73,China
2014,UAE,Manned,35.81,0.96,UAE
2015,USA,Manned,40.67,0.76,USA
2010,UK,Manned,19.94,0.84,UK
2007,India,Manned,37.58,0.73,India
2014,Germany,Unmanned,33.18,0.71,Germany
2019,Israel,Manned,45.73,0.67,Israel
2005,China,Unmanned,16.2,0.59,China
2000,China,Manned,49.91,0.65,China
2025,UK,Manned,4.13,0.71,UK
2018,USA,Unmanned,13.28,0.87,USA
2023,USA,Unmanned,34.99,0.82,USA
2002,France,Manned,23.33,0.66,France
2013,France,Manned,49.14,0.86,France
2023,India,Unmanned,22.26,0.51,India
2001,UK,Manned,47.54,0.93,UK
2006,France,Unmanned,11.02,0.73,France
2011,Russia,Unmanned,38.86,0.56,Russia
2002,Russia,Unmanned,1.11,0.6,Russia
2024,UK,Manned,32.61,0.5,UK
2025,India,Manned,38.7,0.69,India
2017,India,Unmanned,13.02,0.83,India
2017,France,Unmanned,22.53,0.84,France
2020,China,Unmanned,2.53,0.6,China
2010,India,Unmanned,30.46,0.52,India
2004,India,Manned,45.08,0.86,India
2005,Japan,Manned,6.35,0.5,Japan
2016,France,Manned,43.73,0.83,France
2021,UK,Unmanned,2.22,0.73,UK
2011,Japan,Manned,28.14,0.98,Japan
2009,Israel,Manned,35.81,0.74,Israel
2001,China,Unmanned,3.01,0.99,China
2008,China,Unmanned,37.59,0.75,China
2025,UAE,Unmanned,3.32,0.72,UAE
2025,UAE,Unmanned,26.9,0.78,UAE
2017,UK,Manned,15.46,0.81,UK
2017,Russia,Manned,40.28,0.69,Russia
