winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
China,"{'p_324_0': 'China', 'p_324_1': 'China'}",7.014177819397463e+18,"{'China': 2.148509781273882, 'France': 2.029750135414137, 'Germany': 2.1395782869034408, 'India': 2.086166965089953, 'Israel': 2.0757937071949453, 'Japan': 2.135011862537402, 'Russia': 2.13439757859343, 'UAE': 2.0788351592430194, 'UK': 2.1371699596018696, 'ULA': 2.0981655112668705, 'USA': 2.124641663930538, 'SpaceX': 2.1360108897372436}",324,2016,0.6966244963664098,True,SpaceX,0.008931494370441051,11,0.25079348697490256,True
Germany,"{'p_325_0': 'Germany', 'p_325_1': 'Germany'}",18637333345305.69,"{'China': 2.0836037435826666, 'France': 2.03115491317331, 'Germany': 2.1409109761010408, 'India': 2.087571742849126, 'Israel': 2.0771263963925457, 'Japan': 2.136416640296575, 'Russia': 2.1357302677910304, 'UAE': 2.0801678484406203, 'UK': 2.1385747373610426, 'ULA': 2.0994982004644704, 'USA': 2.1259123332235417, 'SpaceX': 2.137137217682826}",325,2013,0.6696646208242205,True,SpaceX,0.002336238739998109,11,0.2777533625170918,True
UK,{'p_327_0': 'UK'},9.668623662449932e+17,"{'China': 2.0849944626971277, 'France': 2.032545632287771, 'Germany': 2.0898712858569675, 'India': 2.0889624619635865, 'Israel': 2.078445748388714, 'Japan': 2.1378073594110356, 'Russia': 2.137049619787199, 'UAE': 2.0814872004367886, 'UK': 2.1399654564755033, 'ULA': 2.100817552460639, 'USA': 2.1271702859939348, 'SpaceX': 2.1382522736358722}",327,2024,0.8150116957582139,True,SpaceX,0.0017131828396310667,11,0.13240628758309847,True
SpaceX,"{'p_329_0': 'SpaceX', 'p_329_1': 'SpaceX'}",15760943729031.752,"{'China': 2.086371391166261, 'France': 2.0339225607569045, 'Germany': 2.091116764519315, 'India': 2.09033939043272, 'Israel': 2.0797520174299913, 'Japan': 2.1391842878801692, 'Russia': 2.1383558888284764, 'UAE': 2.082793469478066, 'UK': 2.0831758596031835, 'ULA': 2.1021238215019165, 'USA': 2.1284157646562822, 'SpaceX': 2.139356272473928}",329,2013,0.9474179833413123,True,SpaceX,0.0001719845937588893,12,0.0,True
Japan,{'p_332_2': 'Japan'},7.589271769249603e+18,"{'China': 2.087734789511355, 'France': 2.0352859591019987, 'Germany': 2.0923500047239885, 'India': 2.0917027887778143, 'Israel': 2.081045450668572, 'Japan': 2.1405476862252635, 'Russia': 2.139649322067057, 'UAE': 2.0840869027166464, 'UK': 2.084469292841764, 'ULA': 2.103417254740497, 'USA': 2.1296490048609558, 'SpaceX': 2.1019474786048757}",332,2022,0.5903638008013787,False,SpaceX,0.0008983641582065438,12,0.3570541825399336,True
Russia,{'p_333_0': 'Russia'},1.0574731753025368e+19,"{'China': 2.089084911049034, 'France': 2.0366360806396777, 'Germany': 2.0935712356044958, 'India': 2.0930529103154933, 'Israel': 2.0823262884217066, 'Japan': 2.0310740386390873, 'Russia': 2.1409301598201913, 'UAE': 2.0853677404697812, 'UK': 2.0857501305948984, 'ULA': 2.1046980924936314, 'USA': 2.130870235741463, 'SpaceX': 2.1029932782510334}",333,2025,0.6691759060280565,True,SpaceX,0.010059924078728244,11,0.2782420773132558,True
USA,"{'p_337_0': 'USA', 'p_337_1': 'USA'}",18348254990611.8,"{'China': 2.090422002152372, 'France': 2.0379731717430154, 'Germany': 2.094780680013666, 'India': 2.094390001418831, 'Israel': 2.0835947644194146, 'Japan': 2.0323425146367953, 'Russia': 2.089859007119156, 'UAE': 2.0866362164674888, 'UK': 2.0870186065926064, 'ULA': 2.10596656849134, 'USA': 2.1320796801506336, 'SpaceX': 2.104028984566151}",337,2013,0.7534756519314919,True,SpaceX,0.026113111659293864,12,0.19394233140982042,True
ULA,{'p_339_0': 'ULA'},1.1401790150810499e+18,"{'China': 2.091746302500338, 'France': 2.0392974720909818, 'Germany': 2.095978554749286, 'India': 2.0957143017667974, 'Israel': 2.0848511060411328, 'Japan': 2.0335988562585134, 'Russia': 2.0910568818547763, 'UAE': 2.087892558089207, 'UK': 2.0882749482143246, 'ULA': 2.107222910113058, 'USA': 2.0859464103267022, 'SpaceX': 2.105054783204761}",339,2023,0.6433396218697132,True,SpaceX,0.00216812690829693,12,0.30407836147159917,True
SpaceX,{'p_340_0': 'SpaceX'},3.1137051190758804e+18,"{'China': 2.093058045316206, 'France': 2.0406092149068495, 'Germany': 2.0971650707697442, 'India': 2.097026044582665, 'Israel': 2.0860955345418843, 'Japan': 2.034843284759265, 'Russia': 2.092243397875234, 'UAE': 2.089136986589959, 'UK': 2.089519376715076, 'ULA': 2.057822933915002, 'USA': 2.0870824129284755, 'SpaceX': 2.1060708548208336}",340,2022,0.9474179833413123,True,SpaceX,0.008905784051089327,12,0.0,True
Germany,"{'p_350_1': 'Germany', 'p_350_0': 'Germany'}",9.736463827381537e+18,"{'China': 2.0943574575954855, 'France': 2.0419086271861286, 'Germany': 2.098340433400203, 'India': 2.0983254568619443, 'Israel': 2.087328265268518, 'Japan': 2.036076015485899, 'Russia': 2.0934187605056933, 'UAE': 2.0903697173165927, 'UK': 2.0907521074417104, 'ULA': 2.0589982965454614, 'USA': 2.0882077369723206, 'SpaceX': 2.072094847582579}",350,2025,0.6696646208242205,False,SpaceX,1.4976538258881789e-05,12,0.2777533625170918,True
India,{'p_351_0': 'India'},4.033029570398577e+18,"{'China': 2.0956447603239416, 'France': 2.043195929914585, 'Germany': 2.006180668945175, 'India': 2.099612759590401, 'Israel': 2.0885495078665395, 'Japan': 2.03729725808392, 'Russia': 2.0945831696352997, 'UAE': 2.091590959914614, 'UK': 2.0919733500397317, 'ULA': 2.0601627056750678, 'USA': 2.0893225738375247, 'SpaceX': 2.073060324628921}",351,2016,0.7213064663142137,False,SpaceX,0.003967999266459188,12,0.22611151702709864,True
China,{'p_353_0': 'China'},3.739776182957596e+18,"{'China': 2.096920168686201, 'France': 2.044471338276844, 'Germany': 2.0072852049870904, 'India': 1.9922331033241216, 'Israel': 2.0897594664780086, 'Japan': 2.0385072166953893, 'Russia': 2.0957368199058712, 'UAE': 2.092800918526083, 'UK': 2.093183308651201, 'ULA': 2.0613163559456393, 'USA': 2.0904271098794402, 'SpaceX': 2.0740168809006154}",353,2017,0.6966244963664098,False,SpaceX,0.0011833487803296627,12,0.25079348697490256,True
Russia,{'p_354_0': 'Russia'},8142788235985.074,"{'China': 1.9896728195772848, 'France': 2.045735061856072, 'Germany': 2.0083796217100636, 'India': 1.9934319767770878, 'Israel': 2.090958339930975, 'Japan': 2.0397060901483557, 'Russia': 2.096879900892514, 'UAE': 2.0939997919790496, 'UK': 2.094382182104167, 'ULA': 2.062459436932282, 'USA': 2.0915215266024134, 'SpaceX': 2.0749646735850362}",354,2013,0.6691759060280565,True,SpaceX,0.0024977187883470364,11,0.2782420773132558,True
UK,{'p_361_0': 'UK'},4.851568453835941e+18,"{'China': 1.9908608015671763, 'France': 2.0469873048251777, 'Germany': 2.0094640959330192, 'India': 1.9946199587669795, 'Israel': 2.0921463219208665, 'Japan': 2.040894072138247, 'Russia': 2.0523958360334857, 'UAE': 2.095187773968941, 'UK': 2.0955701640940587, 'ULA': 2.0635921333163414, 'USA': 2.092606000825369, 'SpaceX': 2.075903855811865}",361,2014,0.8150116957582139,True,SpaceX,0.0003823901251176487,12,0.13240628758309847,True
UAE,{'p_362_0': 'UAE'},6.973263299728955e+18,"{'China': 1.9920380808305582, 'France': 2.0482282661299682, 'Germany': 2.0105387999480815, 'India': 1.9957972380303612, 'Israel': 2.0933236011842484, 'Japan': 2.042071351401629, 'Russia': 2.053470540048548, 'UAE': 2.096365053232323, 'UK': 2.046714061247274, 'ULA': 2.0647146250510704, 'USA': 2.0936807048404313, 'SpaceX': 2.076834576790459}",362,2019,0.8450644872980295,True,SpaceX,0.002684348391891689,12,0.10235349604328281,True
USA,"{'p_368_1': 'USA', 'p_368_0': 'USA'}",1.0366196581294664e+19,"{'China': 1.9932048413116337, 'France': 2.049458139664659, 'Germany': 2.0116039016725655, 'India': 1.9969639985114367, 'Israel': 2.094490361665324, 'Japan': 2.0432381118827045, 'Russia': 2.0545356417730325, 'UAE': 2.047463253097728, 'UK': 2.04782652371659, 'ULA': 2.065827087520386, 'USA': 2.0947458065649154, 'SpaceX': 2.0777569819414765}",368,2022,0.7534756519314919,True,SpaceX,0.00025544489959150596,12,0.19394233140982042,True
Israel,{'p_369_0': 'Israel'},7536606163816.886,"{'China': 1.9943612623218505, 'France': 2.0506771144401115, 'Germany': 2.01265956479468, 'India': 1.9981204195216535, 'Israel': 2.0956467826755407, 'Japan': 2.0443945328929214, 'Russia': 2.055591304895147, 'UAE': 2.0485658572683874, 'UK': 2.048929127887249, 'ULA': 2.0669296916910453, 'USA': 2.053887629386252, 'SpaceX': 2.078671213023066}",369,2012,0.6781725169436913,True,SpaceX,0.01697556965247493,12,0.26924546639762104,True
SpaceX,{'p_370_0': 'SpaceX'},2.0439266955834588e+18,"{'China': 1.995507518692952, 'France': 2.051885374745165, 'Germany': 2.013705948913241, 'India': 1.9992666758927553, 'Israel': 2.0467693903902466, 'Japan': 2.045540789264023, 'Russia': 2.0566376890137077, 'UAE': 2.049658769835917, 'UK': 2.050022040454779, 'ULA': 2.068022604258575, 'USA': 2.054892962728709, 'SpaceX': 2.0795774082518563}",370,2014,0.9474179833413123,True,SpaceX,0.011554803993281126,12,0.0,True
ULA,"{'p_371_2': 'ULA', 'p_371_0': 'ULA'}",1.0759634142201743e+19,"{'China': 1.996643780923792, 'France': 2.053083100301391, 'Germany': 2.0147432096716944, 'India': 2.000402938123595, 'Israel': 2.0478527739189247, 'Japan': 2.046677051494863, 'Russia': 2.057674949772161, 'UAE': 2.0507421533645958, 'UK': 2.0511054239834574, 'ULA': 2.0691059877872537, 'USA': 2.055889530630302, 'SpaceX': 2.0483874800632145}",371,2021,0.6433396218697132,True,SpaceX,0.01143103801509282,12,0.30407836147159917,True
Russia,{'p_372_0': 'Russia'},2.8037034943419766e+18,"{'China': 1.9977702153212085, 'France': 2.0542704664115896, 'Germany': 2.015771498886719, 'India': 2.001529372521012, 'Israel': 2.048926786976101, 'Japan': 2.0478034858922793, 'Russia': 2.058703238987186, 'UAE': 2.051816166421772, 'UK': 2.0521794370406337, 'ULA': 2.025921844739346, 'USA': 2.0568774789517796, 'SpaceX': 2.0492514158082664}",372,2015,0.6691759060280565,True,SpaceX,0.0018257600354063541,12,0.2782420773132558,True
USA,{'p_374_0': 'USA'},8.93963914256511e+18,"{'China': 1.9988869841352557, 'France': 2.055447644102334, 'Germany': 2.016790964671672, 'India': 2.0026461413350587, 'Israel': 2.049991584261131, 'Japan': 2.0489202547063265, 'Russia': 2.019474519967236, 'UAE': 2.052880963706802, 'UK': 2.0532442343256636, 'ULA': 2.0269413105242986, 'USA': 2.057856949995852, 'SpaceX': 2.050107938389277}",374,2024,0.7534756519314919,True,SpaceX,0.0024093058935177325,12,0.19394233140982042,True
France,{'p_377_0': 'France'},7.596326290274535e+18,"{'China': 1.9999942456890447, 'France': 2.0566148002608378, 'Germany': 2.01780175155512, 'India': 2.003753402888848, 'Israel': 2.051047316729179, 'Japan': 2.0500275162601156, 'Russia': 2.020445652592457, 'UAE': 2.05393669617485, 'UK': 2.0542999667937116, 'ULA': 2.0279520974077467, 'USA': 2.0214840103155716, 'SpaceX': 2.0509571692345303}",377,2017,0.575538597456634,True,SpaceX,0.0023148334671261317,12,0.3718793858846783,True
UK,{},0.0,"{'China': 2.001092154503464, 'France': 2.004035367799863, 'Germany': 2.0188040005946886, 'India': 2.004851311703267, 'Israel': 2.052094131710131, 'Japan': 2.051125425074535, 'Russia': 2.0214085823226116, 'UAE': 2.0549835111558017, 'UK': 2.0553467817746633, 'ULA': 2.028954346447315, 'USA': 2.022411912621382, 'SpaceX': 2.051799226856137}",380,2020,0.8150116957582139,True,SpaceX,0.00036327061886165524,12,0.13240628758309847,True
UAE,"{'p_385_1': 'UAE', 'p_385_0': 'UAE'}",1.179669736256699e+19,"{'China': 2.002180861417007, 'France': 2.005124074713406, 'Germany': 2.0197978494864537, 'India': 2.00594001861681, 'Israel': 2.053132173022847, 'Japan': 2.052214131988078, 'Russia': 2.0223634414518097, 'UAE': 2.056021552468518, 'UK': 2.012804801240227, 'ULA': 2.0299481953390806, 'USA': 2.023332037901515, 'SpaceX': 2.05263422694194}",385,2017,0.8450644872980295,True,SpaceX,0.0028893794456710253,12,0.10235349604328281,True
Israel,{'p_386_0': 'Israel'},6.582131075256776e+17,"{'China': 2.0032605137009414, 'France': 2.0062037269973403, 'Germany': 2.020783432670075, 'India': 2.0070196709007444, 'Israel': 2.054161581084972, 'Japan': 2.0532937842720123, 'Russia': 2.0233103591454973, 'UAE': 2.013444412405885, 'UK': 2.0137903844238485, 'ULA': 2.030933778522702, 'USA': 2.0242445106229097, 'SpaceX': 2.053462282443847}",386,2018,0.6781725169436913,True,SpaceX,0.0006992986411247237,12,0.26924546639762104,True
Japan,{'p_390_0': 'Japan'},6.616471295904397e+18,"{'China': 2.0043312551700336, 'France': 2.0072744684664325, 'Germany': 2.021760881429872, 'India': 2.008090412369837, 'Israel': 2.0116700712174236, 'Japan': 2.0543645257411045, 'Russia': 2.0242494615375692, 'UAE': 2.014421861165682, 'UK': 2.014767833183645, 'ULA': 2.0319112272824986, 'USA': 2.0251494523312275, 'SpaceX': 2.054283503662748}",390,2024,0.5903638008013787,True,SpaceX,8.102207835669617e-05,12,0.3570541825399336,True
SpaceX,"{'p_393_1': 'SpaceX', 'p_393_0': 'SpaceX'}",9.334550027312994e+18,"{'China': 2.005393226289032, 'France': 2.008336439585431, 'Germany': 2.0227303239920293, 'India': 2.009152383488835, 'Israel': 2.0126395137795807, 'Japan': 2.0075054054578416, 'Russia': 2.025180871823759, 'UAE': 2.015391303727839, 'UK': 2.0157372757458023, 'ULA': 2.0328806698446558, 'USA': 2.0260469817408473, 'SpaceX': 2.0550979983301865}",393,2023,0.9474179833413123,True,SpaceX,0.022217328485530707,12,0.0,True
ULA,"{'p_395_0': 'ULA', 'p_395_1': 'ULA'}",1.469843582600011e+18,"{'China': 2.006446564275098, 'France': 2.009389777571497, 'Germany': 2.023691885618105, 'India': 2.010205721474901, 'Israel': 2.013601075405657, 'Japan': 2.0085097238213865, 'Russia': 2.026104710351479, 'UAE': 2.0163528653539147, 'UK': 2.0166988373718784, 'ULA': 2.033842231470732, 'USA': 2.026937214821438, 'SpaceX': 2.0263264870775854}",395,2020,0.6433396218697132,True,SpaceX,0.0069050166492936604,12,0.30407836147159917,True
USA,{'p_396_0': 'USA'},1.0406893457767438e+19,"{'China': 2.0074914031963758, 'France': 2.0104346164927747, 'Germany': 2.0246456886950104, 'India': 2.0112505603961788, 'Israel': 2.0145548784825618, 'Japan': 2.0095059386446126, 'Russia': 2.02702109470627, 'UAE': 2.01730666843082, 'UK': 2.0176526404487833, 'ULA': 1.9957297638333316, 'USA': 2.027820264881262, 'SpaceX': 2.0271052640287572}",396,2019,0.7534756519314919,True,SpaceX,0.0007150008525047546,12,0.19394233140982042,True
Russia,{'p_397_0': 'Russia'},8999540491252.062,"{'China': 2.0085278740668655, 'France': 2.0114710873632644, 'Germany': 2.0255918528216177, 'India': 2.012287031266669, 'Israel': 2.015501042609169, 'Japan': 2.0104941748444674, 'Russia': 2.027930139795011, 'UAE': 2.0182528325574274, 'UK': 2.0185988045753906, 'ULA': 1.9966388089220732, 'USA': 1.9950393145960965, 'SpaceX': 2.027877803803128}",397,2012,0.6691759060280565,True,SpaceX,5.2335991882923594e-05,12,0.2782420773132558,True
SpaceX,{'p_398_0': 'SpaceX'},4.939014748008036e+18,"{'China': 2.00955610493777, 'France': 2.012499318234169, 'Germany': 2.026530494892147, 'India': 2.0133152621375734, 'Israel': 2.016439684679699, 'Japan': 2.011474554512982, 'Russia': 1.992851627619723, 'UAE': 2.0191914746279567, 'UK': 2.01953744664592, 'ULA': 1.9975406270530986, 'USA': 1.9958788615865943, 'SpaceX': 2.0286442018444304}",398,2020,0.9474179833413123,True,SpaceX,0.0021137069522834118,12,0.0,True
Germany,{'p_400_1': 'Germany'},6.302574907767183e+17,"{'China': 2.0105762209854667, 'France': 2.0135194342818656, 'Germany': 2.0274617291764745, 'India': 2.0143353781852698, 'Israel': 2.0173709189640263, 'Japan': 2.0124471970011504, 'Russia': 1.993713783037751, 'UAE': 2.020122708912284, 'UK': 2.0204686809302475, 'ULA': 1.9984353280133553, 'USA': 1.9967117828516883, 'SpaceX': 2.0021162750224146}",400,2020,0.6696646208242205,False,SpaceX,0.0069930482462270405,12,0.2777533625170918,True
UK,"{'p_402_0': 'UK', 'p_402_1': 'UK'}",9.831387320452864e+18,"{'China': 2.011588344596257, 'France': 2.014531557892656, 'Germany': 1.9441795071924939, 'India': 2.01534750179606, 'Israel': 2.0182948571850483, 'Japan': 2.013412218999731, 'Russia': 1.9945691836137216, 'UAE': 2.0210466471333066, 'UK': 2.02139261915127, 'ULA': 1.9993230191427287, 'USA': 1.9975381783193749, 'SpaceX': 2.0028505466642184}",402,2020,0.8150116957582139,True,SpaceX,0.0003459720179632697,12,0.13240628758309847,True
UAE,{'p_408_1': 'UAE'},1.103827400535557e+19,"{'China': 2.0125925954480275, 'France': 2.0155358087444264, 'Germany': 1.945060293455435, 'India': 2.0163517526478305, 'Israel': 2.019211608593229, 'Japan': 2.014369734617112, 'Russia': 1.99541793049391, 'UAE': 2.021963398541487, 'UK': 1.9838396564931275, 'ULA': 2.0002038054056697, 'USA': 1.9983581457062392, 'SpaceX': 2.0035791068063302}",408,2022,0.8450644872980295,True,SpaceX,0.0027517899482578656,12,0.10235349604328281,True
Israel,"{'p_410_0': 'Israel', 'p_410_1': 'Israel'}",3.925838838256706e+18,"{'China': 2.0135890905889626, 'France': 2.0165323038853615, 'Germany': 1.9459342775099928, 'India': 2.0173482477887656, 'Israel': 2.0201212800384534, 'Japan': 2.0153198554543588, 'Russia': 1.9962601226020877, 'UAE': 1.9843833945305382, 'UK': 1.9847136405476853, 'ULA': 2.0010777894602274, 'USA': 1.9991717805817237, 'SpaceX': 2.0043020403644287}",410,2024,0.6781725169436913,True,SpaceX,0.0027730322496877235,12,0.26924546639762104,True
India,{'p_412_0': 'India'},3.9917287915925135e+18,"{'China': 2.0145779445134333, 'France': 2.017521157809832, 'Germany': 1.946801559774373, 'India': 2.0183371017132368, 'Israel': 1.9826239682079452, 'Japan': 2.0162626906775705, 'Russia': 1.9970958567036592, 'UAE': 1.9852506767949185, 'UK': 1.9855809228120656, 'ULA': 2.0019450717246077, 'USA': 1.9999791764300912, 'SpaceX': 2.0050194304014606}",412,2022,0.7213064663142137,True,SpaceX,0.000815943903404559,12,0.22611151702709864,True
France,{'p_418_0': 'France'},6747121582003.7,"{'China': 2.0155592692351774, 'France': 2.0185024825315763, 'Germany': 1.9476622384911229, 'India': 1.9732379393849508, 'Israel': 1.983484646924695, 'Japan': 2.017198347087655, 'Russia': 1.9979252274675112, 'UAE': 1.9861113555116683, 'UK': 1.9864416015288153, 'ULA': 2.0028057504413574, 'USA': 2.000780424710175, 'SpaceX': 2.0057313581807317}",418,2013,0.575538597456634,True,SpaceX,0.0013041354439211617,12,0.3718793858846783,True
Japan,{'p_427_0': 'Japan'},2.2942384542861665e+18,"{'China': 2.0165331743578934, 'France': 1.9733913747767007, 'Germany': 1.948516409789045, 'India': 1.9741665214849347, 'Israel': 1.9843388182226172, 'Japan': 2.0181269291876394, 'Russia': 1.9987483275256763, 'UAE': 1.9869655268095907, 'UK': 1.9872957728267377, 'ULA': 2.00365992173928, 'USA': 2.0015756149130204, 'SpaceX': 2.0064379032171225}",427,2021,0.5903638008013787,False,SpaceX,0.001593754829745997,12,0.3570541825399336,True
China,{'p_428_0': 'China'},8.548102133602517e+18,"{'China': 2.017499767143351, 'France': 1.9743129848366696, 'Germany': 1.9493641677429352, 'India': 1.9750881315449038, 'Israel': 1.9851865761765073, 'Japan': 1.9297010922226587, 'Russia': 1.9995652475308963, 'UAE': 1.9878132847634808, 'UK': 1.9881435307806279, 'ULA': 2.00450767969317, 'USA': 2.002364834617496, 'SpaceX': 2.0071391433265}",428,2024,0.6966244963664098,True,SpaceX,0.010360623816850989,12,0.25079348697490256,True
SpaceX,"{'p_430_1': 'SpaceX', 'p_430_0': 'SpaceX'}",16368115258113.16,"{'China': 1.9724316703248645, 'France': 1.9752277229564434, 'Germany': 1.9502056044312361, 'India': 1.9760028696646774, 'Israel': 1.9860280128648082, 'Japan': 1.9305768872950284, 'Russia': 2.0003760762121776, 'UAE': 1.9886547214517818, 'UK': 1.9889849674689288, 'ULA': 2.005349116381471, 'USA': 2.0031481695439672, 'SpaceX': 2.007835154673407}",430,2013,0.9474179833413123,False,SpaceX,0.0024860382919360546,12,0.0,True
ULA,{'p_437_0': 'ULA'},8.065336693896273e+17,"{'China': 1.9733396344945, 'France': 1.976135687126079, 'Germany': 1.9510408099916894, 'India': 1.9769108338343129, 'Israel': 1.9868632184252615, 'Japan': 1.9314461968039087, 'Russia': 2.0011809004284222, 'UAE': 1.9894899270122348, 'UK': 1.9898201730293819, 'ULA': 2.006184321941924, 'USA': 2.0039257036061047, 'SpaceX': 1.9486704148275718}",437,2016,0.6433396218697132,False,SpaceX,0.002258618335819307,12,0.30407836147159917,True
USA,"{'p_438_1': 'USA', 'p_438_2': 'USA', 'p_438_0': 'USA'}",22784690147719.383,"{'China': 1.9742409206527085, 'France': 1.9770369732842874, 'Germany': 1.9518698726750745, 'India': 1.9778121199925214, 'Israel': 1.9876922811086466, 'Japan': 1.932309112603623, 'Russia': 2.001979805220209, 'UAE': 1.99031898969562, 'UK': 1.990649235712767, 'ULA': 1.9285707061243555, 'USA': 2.0046975189609126, 'SpaceX': 1.9493388265318663}",438,2012,0.7534756519314919,True,SpaceX,0.002717713740703509,12,0.19394233140982042,True
Russia,{'p_440_0': 'Russia'},39965095584681.766,"{'China': 1.9751356227432775, 'France': 1.9779316753748564, 'Germany': 1.952692878897107, 'India': 1.9787068220830903, 'Israel': 1.988515287330679, 'Japan': 1.9331657246385001, 'Russia': 2.0027728738598056, 'UAE': 1.9911419959176526, 'UK': 1.9914722419347997, 'ULA': 1.9293637747639516, 'USA': 1.974783058877951, 'SpaceX': 1.9500023553609143}",440,2013,0.6691759060280565,False,SpaceX,0.011300631925005966,12,0.2782420773132558,True
UK,"{'p_441_1': 'UK', 'p_441_0': 'UK'}",5.727452802925092e+18,"{'China': 1.9760238327695736, 'France': 1.9788198854011525, 'Germany': 1.953509913288575, 'India': 1.9795950321093865, 'Israel': 1.989332321722147, 'Japan': 1.934016120995057, 'Russia': 1.9293737528219115, 'UAE': 1.9919590303091206, 'UK': 1.9922892763262676, 'ULA': 1.9301510888036253, 'USA': 1.9755195237260148, 'SpaceX': 1.9506610695462383}",441,2025,0.8150116957582139,True,SpaceX,0.00033024601714704005,12,0.13240628758309847,True
UAE,{'p_442_0': 'UAE'},9.089188125667956e+17,"{'China': 1.9769056408472054, 'France': 1.9797016934787843, 'Germany': 1.9543210587437823, 'India': 1.9804768401870185, 'Israel': 1.9901434671773544, 'Japan': 1.9348603879524202, 'Russia': 1.93012888814504, 'UAE': 1.9927701757643277, 'UK': 1.9587583248146774, 'ULA': 1.9309327281223263, 'USA': 1.9762506803586672, 'SpaceX': 1.9513150359193625}",442,2014,0.8450644872980295,True,SpaceX,0.0026267085869733364,12,0.10235349604328281,True
Israel,{'p_446_0': 'Israel'},4.0949728670815805e+18,"{'China': 1.9777811352549228, 'France': 1.9805771878865017, 'Germany': 1.9551263964673677, 'India': 1.9813523345947357, 'Israel': 1.9909488049009398, 'Japan': 1.935698610031058, 'Russia': 1.9308786167642702, 'UAE': 1.959218480168491, 'UK': 1.9595343676631534, 'ULA': 1.9317087709708023, 'USA': 1.9769766019727806, 'SpaceX': 1.95196431994956}",446,2019,0.6781725169436913,True,SpaceX,0.009596470306204141,12,0.26924546639762104,True
India,{'p_451_0': 'India'},5.32762916136991e+18,"{'China': 1.9786504024838176, 'France': 1.9814464551153965, 'Germany': 1.9559260060195645, 'India': 1.9822216018236305, 'Israel': 1.9574764993470999, 'Japan': 1.936530870039886, 'Russia': 1.9316230127461478, 'UAE': 1.9599890032129008, 'UK': 1.960304890707563, 'ULA': 1.932479294015212, 'USA': 1.9776973602829795, 'SpaceX': 1.9526089857803413}",451,2015,0.7213064663142137,True,SpaceX,0.0007751467082339758,12,0.22611151702709864,True
France,{'p_452_0': 'France'},7.818111230360805e+18,"{'China': 1.9795135272848985, 'France': 1.9823095799164774, 'Germany': 1.9567199653599616, 'India': 1.9431092417859088, 'Israel': 1.958241577711184, 'Japan': 1.9373572491218176, 'Russia': 1.9323621486671012, 'UAE': 1.9607540815769848, 'UK': 1.961069969071647, 'ULA': 1.933244372379296, 'USA': 1.9784130255610883, 'SpaceX': 1.9532490962647362}",452,2020,0.575538597456634,False,SpaceX,0.0027960526315788936,12,0.3718793858846783,True
China,{'p_458_0': 'China'},7812594140057.571,"{'China': 1.9803705927150999, 'France': 1.8955725368826337, 'Germany': 1.9575083508898266, 'India': 1.9439298194619044, 'Israel': 1.959001285017045, 'Japan': 1.9381778267978131, 'Russia': 1.933096095652839, 'UAE': 1.9615137888828458, 'UK': 1.961829676377508, 'ULA': 1.934004079685157, 'USA': 1.9791236666742789, 'SpaceX': 1.9538847129994164}",458,2012,0.6966244963664098,True,SpaceX,0.0012469260408209948,12,0.25079348697490256,True
USA,{'p_460_0': 'USA'},5.07880773316134e+18,"{'China': 1.9413435314451895, 'France': 1.8963873910943123, 'Germany': 1.958291237493045, 'India': 1.9447446736735827, 'Israel': 1.9597556934246017, 'Japan': 1.9389926810094917, 'Russia': 1.933824923416465, 'UAE': 1.9622681972904026, 'UK': 1.9625840847850649, 'ULA': 1.9347584880927138, 'USA': 1.9798293511219733, 'SpaceX': 1.9545158963576998}",460,2021,0.7534756519314919,True,SpaceX,0.017245266336908482,12,0.19394233140982042,True
UK,{'p_461_0': 'UK'},5.611891772354113e+17,"{'China': 1.9421527385960569, 'France': 1.8971965982451795, 'Germany': 1.9590686985757302, 'India': 1.9455538808244501, 'Israel': 1.960504873669754, 'Japan': 1.939801888160359, 'Russia': 1.9345487002953523, 'UAE': 1.9630173775355546, 'UK': 1.9633332650302169, 'ULA': 1.9355076683378658, 'USA': 1.952503111126663, 'SpaceX': 1.9551427055214878}",461,2023,0.8150116957582139,True,SpaceX,0.0003158874946622703,12,0.13240628758309847,True
UAE,"{'p_462_0': 'UAE', 'p_462_1': 'UAE', 'p_462_2': 'UAE'}",6.253822994107177e+18,"{'China': 1.942956373591402, 'France': 1.8980002332405248, 'Germany': 1.9598408061045574, 'India': 1.9463575158197952, 'Israel': 1.9612488951013254, 'Japan': 1.9406055231557042, 'Russia': 1.9352674932868283, 'UAE': 1.9637613989671263, 'UK': 1.933249970150138, 'ULA': 1.9362516897694375, 'USA': 1.953178299573949, 'SpaceX': 1.9557651985121685}",462,2025,0.8450644872980295,True,SpaceX,0.00251250386580093,12,0.10235349604328281,True
Israel,{'p_465_1': 'Israel'},6.291993011463929e+18,"{'China': 1.9437545098769191, 'France': 1.8987983695260418, 'Germany': 1.9606076306438653, 'India': 1.9471556521053124, 'Israel': 1.9619878257168148, 'Japan': 1.9414036594412212, 'Russia': 1.935981368082718, 'UAE': 1.93366111943031, 'UK': 1.9339638449460281, 'ULA': 1.9369906203849268, 'USA': 1.9538488681809185, 'SpaceX': 1.9563834322205305}",465,2018,0.6781725169436913,False,SpaceX,0.0013801950729495083,12,0.26924546639762104,True
